date,net_pnl,gross_vega,net_vega,positions,book
2022-05-11,-42741.48334927305,19123.555857978165,-228.5144514119556,486,mvo
2022-05-12,21803.230610043516,18784.040363139975,-479.6592177819616,486,mvo
2022-05-13,24564.11070326177,19403.350600938054,-28.723995406774915,486,mvo
2022-05-16,5631.691304116201,19999.999914855558,-500.0000002574746,486,mvo
2022-05-17,2657.943843421785,19795.10620821953,-461.0858172296702,486,mvo
2022-05-18,-16601.015473955616,19838.90580723524,-580.9589700122453,486,mvo
2022-05-19,28985.803555893683,19105.96976952759,-358.2735580606819,486,mvo
2022-05-20,-10136.33132027329,18692.702898642292,-602.9634234362755,486,mvo
2022-05-23,11902.756759021499,20000.000012718512,-500.0000002910175,486,mvo
2022-05-24,-14688.951437931497,19545.104596945985,-707.4352298920716,486,mvo
2022-05-25,12726.269947626648,18999.184913214027,-703.0865683110635,486,mvo
2022-05-26,2916.5198000626656,18738.70769607923,-757.3227170182748,486,mvo
2022-05-27,-19474.334239693726,18353.971216114212,-1131.1512865541786,486,mvo
2022-05-31,7075.611658840757,19999.99969948426,-499.9999894367469,486,mvo
2022-06-01,-2058.1547420516595,20199.155804886104,30.00887464598966,486,mvo
2022-06-02,-18002.544690874838,19270.480946810017,-852.4371476301244,486,mvo
2022-06-03,4682.794675017693,19028.11592800125,-641.2761808485051,486,mvo
2022-06-06,21184.109494072844,19999.996659016255,-499.99999982211244,486,mvo
2022-06-07,-7443.814815158524,19227.398303031998,-849.1508333462949,486,mvo
2022-06-08,7339.229228649059,18576.44293027974,-210.01137267116505,486,mvo
2022-06-09,-14960.503270561667,17394.98725439813,28.71284100692922,486,mvo
2022-06-10,75.40609270823217,16307.01844484857,238.36150762915958,486,mvo
2022-06-13,-5532.133054875332,19999.992950912194,-500.000000485945,486,mvo
2022-06-14,14435.017403189833,20375.953875086005,-1176.2044849447564,486,mvo
2022-06-15,28952.751260350036,19354.219614748414,-996.0658603966076,485,mvo
2022-06-16,-10849.982486295317,20252.64998113928,-2163.3565049305585,484,mvo
2022-06-17,-1707.8299523277917,22688.67238881574,-3907.6858192297846,484,mvo
2022-06-21,27480.657535372888,19999.999650632824,-500.00000107497834,486,mvo
